absolute, link, Address, Latitude, Longitude, Price, #Bed, #Bath, Square Foot, Year Built, date1, price1, date2, price2, date3, price3, date4, price4, date5, price5, date6, price6, date7, price7, link1, ZestYear 2015, ZestPrice 2015 , ZestYear 2016, ZestPrice 2016, ZestYear 2017, ZestPrice 2017, ZestYear 2018, ZestPrice 2018, ZestYear 2019, ZestPrice 2019, ZestYear 2020, ZestPrice 2020
391,https://www.zillow.com/homedetails/3076-Emma-Ln-Mount-Pleasant-SC-29466/2078029540_zpid/,3076 Emma Ln Mount Pleasant SC 29466,32.865846000000005,-79.796868,354455.0,3.0,3.0,2261.0,2020,9/1/2020,354455.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/3076-Emma-Ln-Mount-Pleasant-SC-29466/2078029540_zpid/,Dec 2014,nan,Dec 2015,nan,Jan 2017,nan,Dec 2017,nan,Jan 2019,nan,Feb 2020,nan
392,https://www.zillow.com/homedetails/3533-Ashwyce-St-Mount-Pleasant-SC-29466/62990200_zpid/,3533 Ashwyce St Mount Pleasant SC 29466,32.895888899999996,-79.79241800000001,349900.0,3.0,2.0,1500.0,2002,9/4/2020,349900.0,8/28/2020,350000.0,7/10/2015,150000.0,6/13/2015,300000.0,6/4/2015,300000.0,5/30/2015,300000.0,5/19/2015,300000.0,https://www.zillow.com/homedetails/3533-Ashwyce-St-Mount-Pleasant-SC-29466/62990200_zpid/,Feb 2015,268.0,Mar 2016,314.0,Apr 2017,326.0,Apr 2018,348.0,May 2019,349,Jun 2020,348.0
393,https://www.zillow.com/homedetails/1307-Gilead-Rd-Mount-Pleasant-SC-29466/10939507_zpid/,1307 Gilead Rd Mount Pleasant SC 29466,32.866194199999995,-79.790743,347900.0,3.0,3.0,1500.0,1996,7/21/2020,347900.0,4/16/2010,235000.0,11/5/2005,265000.0,6/27/2001,155000.0,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/1307-Gilead-Rd-Mount-Pleasant-SC-29466/10939507_zpid/,Feb 2015,269.0,Mar 2016,301.0,Apr 2017,320.0,Apr 2018,332.0,May 2019,332,Listed for,337.0
394,https://www.zillow.com/homedetails/3478-Ashwyce-St-Mount-Pleasant-SC-29466/62990190_zpid/,3478 Ashwyce St Mount Pleasant SC 29466,32.8935656,-79.7917173,345000.0,3.0,2.0,1389.0,2002,8/26/2020,345000.0,8/6/2020,345000.0,7/29/2020,345000.0,5/5/2018,2000.0,4/18/2018,2000.0,2/12/2018,300000.0,1/23/2018,315000.0,https://www.zillow.com/homedetails/3478-Ashwyce-St-Mount-Pleasant-SC-29466/62990190_zpid/,Feb 2015,274.0,Mar 2016,307.0,Apr 2017,323.0,Sold for,303.0,May 2019,317,Listed for,323.0
395,https://www.zillow.com/homedetails/102-Garmouth-Ct-Mount-Pleasant-SC-29466/82546563_zpid/,102 Garmouth Ct Mount Pleasant SC 29466,32.860673999999996,-79.76939399999999,345000.0,3.0,4.0,1948.0,2006,5/3/2020,345000.0,4/20/2020,2000.0,4/9/2020,2000.0,4/7/2020,350000.0,4/7/2020,350000.0,3/29/2020,350000.0,3/26/2020,352500.0,https://www.zillow.com/homedetails/102-Garmouth-Ct-Mount-Pleasant-SC-29466/82546563_zpid/,Feb 2015,344.0,Mar 2016,326.0,Apr 2017,337.0,Apr 2018,366.0,May 2019,335,Jun 2020,338.0
396,https://www.zillow.com/homedetails/1118-Hidden-Cove-Dr-9-Mount-Pleasant-SC-29464/2077964693_zpid/,1118 Hidden Cove Dr #9 Mount Pleasant SC 29464,32.845658,-79.818198,339000.0,2.0,2.0,1351.0,1983,9/8/2020,339000.0,9/5/2020,346000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/1118-Hidden-Cove-Dr-9-Mount-Pleasant-SC-29464/2077964693_zpid/,Dec 2014,nan,Dec 2015,nan,Jan 2017,nan,Dec 2017,nan,Jan 2019,nan,Feb 2020,nan
397,https://www.zillow.com/homedetails/1568-Wellesley-Cir-Mount-Pleasant-SC-29466/61473585_zpid/,1568 Wellesley Cir Mount Pleasant SC 29466,32.8932114,-79.79072109999998,339000.0,3.0,2.0,1441.0,2001,8/22/2020,339000.0,8/11/2020,339000.0,8/8/2020,339000.0,7/16/2020,348800.0,6/7/2020,348900.0,4/4/2020,349900.0,2/8/2020,358000.0,https://www.zillow.com/homedetails/1568-Wellesley-Cir-Mount-Pleasant-SC-29466/61473585_zpid/,Feb 2015,263.0,Mar 2016,299.0,Apr 2017,310.0,Apr 2018,315.0,May 2019,332,Jun 2020,344.0
398,https://www.zillow.com/homedetails/3659-Bagley-Dr-Mount-Pleasant-SC-29466/110219517_zpid/,3659 Bagley Dr Mount Pleasant SC 29466,32.889601,-79.80005799999999,338000.0,3.0,3.0,1784.0,2011,8/8/2020,338000.0,6/28/2019,311500.0,5/18/2019,325000.0,4/24/2019,325000.0,3/27/2019,329900.0,3/6/2019,335000.0,10/26/2016,324900.0,https://www.zillow.com/homedetails/3659-Bagley-Dr-Mount-Pleasant-SC-29466/110219517_zpid/,Feb 2015,277.0,Mar 2016,297.0,Apr 2017,307.0,Apr 2018,321.0,Sold for,321,Jun 2020,321.0
399,https://www.zillow.com/homedetails/3468-Claremont-St-Mount-Pleasant-SC-29466/82544619_zpid/,3468 Claremont St Mount Pleasant SC 29466,32.9089657,-79.7830795,338000.0,3.0,5.0,2509.0,2006,9/3/2020,338000.0,4/11/2020,325000.0,4/4/2020,325000.0,3/20/2020,315000.0,3/20/2020,325000.0,7/15/2019,2400.0,6/15/2019,2400.0,https://www.zillow.com/homedetails/3468-Claremont-St-Mount-Pleasant-SC-29466/82544619_zpid/,Feb 2015,259.0,Mar 2016,267.0,Apr 2017,310.0,Apr 2018,314.0,May 2019,313,Jun 2020,316.0
400,https://www.zillow.com/homedetails/2616-Turben-Pl-Mount-Pleasant-SC-29466/52906446_zpid/,2616 Turben Pl Mount Pleasant SC 29466,32.9001002,-79.8254503,335400.0,3.0,2.0,1591.0,1999,7/30/2020,335400.0,7/2/2020,343400.0,6/13/2020,348400.0,2/12/2019,297000.0,1/17/2019,298000.0,1/12/2019,298000.0,1/11/2019,298000.0,https://www.zillow.com/homedetails/2616-Turben-Pl-Mount-Pleasant-SC-29466/52906446_zpid/,Feb 2015,276.0,Mar 2016,312.0,Apr 2017,336.0,Apr 2018,340.0,May 2019,300,Listed for,347.0
402,https://www.zillow.com/homedetails/3075-Morningdale-Dr-Mount-Pleasant-SC-29466/55641746_zpid/,3075 Morningdale Dr Mount Pleasant SC 29466,32.8675716,-79.7970375,398000.0,3.0,3.0,1870.0,2000,9/5/2020,398000.0,11/7/2002,179000.0,6/15/2000,165330.0,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/3075-Morningdale-Dr-Mount-Pleasant-SC-29466/55641746_zpid/,Feb 2015,300.0,Mar 2016,331.0,Apr 2017,338.0,Apr 2018,348.0,May 2019,369,Jun 2020,374.0
403,https://www.zillow.com/homedetails/651-Spar-St-Mount-Pleasant-SC-29464/10927067_zpid/,651 Spar St Mount Pleasant SC 29464,32.8183778,-79.8682575,395000.0,3.0,1.0,777.0,1952,6/5/2020,395000.0,6/3/2020,295000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/651-Spar-St-Mount-Pleasant-SC-29464/10927067_zpid/,Feb 2015,100.0,Nov 2016,235.0,Mar 2016,171.0,Apr 2017,200.0,Apr 2018,222,May 2019,245.0
404,https://www.zillow.com/homedetails/2946-Woodland-Par-Dr-Mount-Pleasant-SC-29466/68395192_zpid/,2946 Woodland Par Dr Mount Pleasant SC 29466,32.853534700000004,-79.78214890000001,395000.0,4.0,3.0,3162.0,2004,8/18/2020,395000.0,7/26/2020,405000.0,7/1/2020,415000.0,6/10/2020,425000.0,5/29/2020,435000.0,5/2/2020,460000.0,1/8/2007,374100.0,https://www.zillow.com/homedetails/2946-Woodland-Par-Dr-Mount-Pleasant-SC-29466/68395192_zpid/,Feb 2015,449.0,Mar 2016,454.0,Apr 2017,488.0,Apr 2018,493.0,May 2019,465,Listed for,417.0
405,https://www.zillow.com/homedetails/100-Fair-Sailing-Rd-Mount-Pleasant-SC-29466/68017738_zpid/,100 Fair Sailing Rd Mount Pleasant SC 29466,32.905569,-79.819654,395000.0,4.0,3.0,3306.0,2004,3/4/2020,395000.0,9/1/2019,399900.0,11/8/2018,399900.0,10/4/2018,400000.0,8/8/2018,400000.0,7/20/2018,407000.0,5/21/2018,412500.0,https://www.zillow.com/homedetails/100-Fair-Sailing-Rd-Mount-Pleasant-SC-29466/68017738_zpid/,Feb 2015,366.0,Mar 2016,385.0,Apr 2017,399.0,Apr 2018,427.0,May 2019,391,Jun 2020,389.0
406,https://www.zillow.com/homedetails/2566-ingsfield-St-Mount-Pleasant-SC-29466/2087909772_zpid/,2566 ingsfield St Mount Pleasant SC 29466,32.889033000000005,-79.79436899999999,395000.0,4.0,3.0,2146.0,2018,9/7/2020,395000.0,9/5/2020,400000.0,1/10/2019,340765.0,9/7/2018,340765.0,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/2566-ingsfield-St-Mount-Pleasant-SC-29466/2087909772_zpid/,Feb 2015,302.0,Mar 2016,347.0,Apr 2017,343.0,Apr 2018,373.0,May 2019,374,Jun 2020,387.0
407,https://www.zillow.com/homedetails/1565-Moss-Spring-Rd-Mount-Pleasant-SC-29466/2079621060_zpid/,1565 Moss Spring Rd Mount Pleasant SC 29466,32.8747038,-79.7960523,392900.0,3.0,3.0,2332.0,2020,7/28/2020,392900.0,5/22/2020,389000.0,5/14/2020,416549.0,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/1565-Moss-Spring-Rd-Mount-Pleasant-SC-29466/2079621060_zpid/,Dec 2014,nan,Dec 2015,nan,Jan 2017,nan,Dec 2017,nan,Jan 2019,nan,Feb 2020,nan
408,https://www.zillow.com/homedetails/3837-Sawmill-Ct-Awendaw-SC-29429/2078066559_zpid/,3837 Sawmill Ct Awendaw SC 29429,32.8864163,-79.73924009999999,391903.0,3.0,3.0,1749.0,2020,9/5/2020,391903.0,8/28/2020,391980.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/3837-Sawmill-Ct-Awendaw-SC-29429/2078066559_zpid/,Dec 2014,nan,Dec 2015,nan,Jan 2017,nan,Dec 2017,nan,Jan 2019,nan,Feb 2020,nan
409,https://www.zillow.com/homedetails/3068-Emma-Ln-Mount-Pleasant-SC-29466/2079363150_zpid/,3068 Emma Ln Mount Pleasant SC 29466,32.865846000000005,-79.796868,391071.0,3.0,3.0,2262.0,2020,9/4/2020,391071.0,9/2/2020,386071.0,7/30/2020,386071.0,7/15/2020,386071.0,5/31/2020,360740.0,nan,nan,nan,nan,https://www.zillow.com/homedetails/3068-Emma-Ln-Mount-Pleasant-SC-29466/2079363150_zpid/,Dec 2014,nan,Dec 2015,nan,Jan 2017,nan,Dec 2017,nan,Jan 2019,nan,Feb 2020,nan
410,https://www.zillow.com/homedetails/1784-Tennyson-Row-42-Mount-Pleasant-SC-29466/2078239141_zpid/,1784 Tennyson Row #42 Mount Pleasant SC 29466,32.901291,-79.792637,390000.0,4.0,3.0,2312.0,2006,8/21/2020,390000.0,8/15/2020,395000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/1784-Tennyson-Row-42-Mount-Pleasant-SC-29466/2078239141_zpid/,Dec 2014,nan,Dec 2015,nan,Jan 2017,nan,Dec 2017,nan,Jan 2019,nan,Feb 2020,nan
412,https://www.zillow.com/homedetails/220-Slipper-Shell-Ct-Mount-Pleasant-SC-29464/122139727_zpid/,220 Slipper Shell Ct Mount Pleasant SC 29464,32.853466999999995,-79.88353599999999,389000.0,3.0,3.0,2092.0,2014,9/5/2020,389000.0,8/15/2020,395000.0,5/5/2017,343000.0,3/25/2017,349000.0,2/9/2017,349000.0,1/17/2017,367500.0,11/26/2016,359000.0,https://www.zillow.com/homedetails/220-Slipper-Shell-Ct-Mount-Pleasant-SC-29464/122139727_zpid/,Feb 2015,326.0,Mar 2016,359.0,Sold for,340.0,Apr 2018,363.0,May 2019,376,Jun 2020,380.0
413,https://www.zillow.com/homedetails/3817-Sawmill-Ct-Awendaw-SC-29429/2078066558_zpid/,3817 Sawmill Ct Awendaw SC 29429,32.8864163,-79.73924009999999,387903.0,3.0,3.0,1749.0,2020,9/5/2020,387903.0,8/28/2020,388980.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/3817-Sawmill-Ct-Awendaw-SC-29429/2078066558_zpid/,Dec 2014,nan,Dec 2015,nan,Jan 2017,nan,Dec 2017,nan,Jan 2019,nan,Feb 2020,nan
414,https://www.zillow.com/homedetails/1546-Moss-Spring-Rd-Mount-Pleasant-SC-29466/2085030109_zpid/,1546 Moss Spring Rd Mount Pleasant SC 29466,32.8747038,-79.7960523,387500.0,3.0,3.0,2332.0,2020,7/28/2020,387500.0,4/22/2020,390000.0,4/4/2020,391298.0,2/20/2020,390000.0,10/23/2019,399000.0,9/5/2019,409018.0,7/23/2019,409018.0,https://www.zillow.com/homedetails/1546-Moss-Spring-Rd-Mount-Pleasant-SC-29466/2085030109_zpid/,Dec 2014,367.0,Dec 2015,276.0,Jan 2017,283.0,Dec 2017,364.0,Jan 2019,380,Feb 2020,391.0
415,https://www.zillow.com/homedetails/3052-Emma-Ln-Mount-Pleasant-SC-29466/2079364327_zpid/,3052 Emma Ln Mount Pleasant SC 29466,32.865846000000005,-79.796868,386305.0,3.0,3.0,2180.0,2020,8/3/2020,386305.0,5/31/2020,384990.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/3052-Emma-Ln-Mount-Pleasant-SC-29466/2079364327_zpid/,Dec 2014,nan,Dec 2015,nan,Jan 2017,nan,Dec 2017,nan,Jan 2019,nan,Feb 2020,nan
416,https://www.zillow.com/homedetails/4025-Conant-Rd-Mount-Pleasant-SC-29466/110216021_zpid/,4025 Conant Rd Mount Pleasant SC 29466,32.889573,-79.799702,385000.0,4.0,3.0,2284.0,2010,8/28/2020,385000.0,7/6/2011,270000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/4025-Conant-Rd-Mount-Pleasant-SC-29466/110216021_zpid/,Feb 2015,346.0,Mar 2016,366.0,Apr 2017,382.0,Apr 2018,398.0,May 2019,363,Jun 2020,369.0
419,https://www.zillow.com/homedetails/2500-ings-Gate-Ln-Mount-Pleasant-SC-29466/122140285_zpid/,2500 ings Gate Ln Mount Pleasant SC 29466,32.9008847,-79.818534,385000.0,3.0,3.0,2195.0,2013,8/4/2020,385000.0,8/5/2017,2650.0,7/20/2017,2650.0,6/1/2016,358000.0,11/15/2013,282234.0,nan,nan,nan,nan,https://www.zillow.com/homedetails/2500-ings-Gate-Ln-Mount-Pleasant-SC-29466/122140285_zpid/,Listed for,385.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
421,https://www.zillow.com/homedetails/3040-Emma-Ln-Mount-Pleasant-SC-29466/2080882410_zpid/,3040 Emma Ln Mount Pleasant SC 29466,32.865846000000005,-79.796868,384101.0,3.0,3.0,2180.0,2020,8/3/2020,384101.0,6/28/2020,384186.0,2/27/2020,388736.0,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/3040-Emma-Ln-Mount-Pleasant-SC-29466/2080882410_zpid/,Dec 2014,nan,Dec 2015,nan,Jan 2017,nan,Dec 2017,nan,Jan 2019,nan,Listed for,nan
422,https://www.zillow.com/homedetails/313-Etiwan-Pointe-Dr-Mount-Pleasant-SC-29464/122486265_zpid/,313 Etiwan Pointe Dr Mount Pleasant SC 29464,32.852702,-79.883984,379000.0,3.0,3.0,2178.0,2017,8/6/2020,379000.0,8/3/2020,379000.0,6/12/2020,389000.0,2/5/2020,395000.0,10/27/2018,395000.0,10/10/2018,395000.0,4/24/2017,356000.0,https://www.zillow.com/homedetails/313-Etiwan-Pointe-Dr-Mount-Pleasant-SC-29464/122486265_zpid/,Feb 2015,346.0,Mar 2016,202.0,Sold for,348.0,Apr 2018,377.0,May 2019,391,Listed for,381.0
423,https://www.zillow.com/homedetails/3066-Emma-Ln-Mount-Pleasant-SC-29466/2079396501_zpid/,3066 Emma Ln Mount Pleasant SC 29466,32.865846000000005,-79.796868,376600.0,3.0,3.0,2260.0,2020,9/4/2020,376600.0,9/2/2020,371600.0,7/30/2020,371600.0,7/15/2020,371600.0,5/29/2020,346890.0,nan,nan,nan,nan,https://www.zillow.com/homedetails/3066-Emma-Ln-Mount-Pleasant-SC-29466/2079396501_zpid/,Dec 2014,nan,Dec 2015,nan,Jan 2017,nan,Dec 2017,nan,Jan 2019,nan,Feb 2020,nan
424,https://www.zillow.com/homedetails/1098-S-Shadow-Dr-Mount-Pleasant-SC-29464/10928316_zpid/,1098 S Shadow Dr Mount Pleasant SC 29464,32.8061706,-79.8572999,375000.0,3.0,2.0,1160.0,1972,9/8/2020,375000.0,7/25/2014,128000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/1098-S-Shadow-Dr-Mount-Pleasant-SC-29464/10928316_zpid/,Feb 2015,131.0,Mar 2016,143.0,Apr 2017,150.0,Apr 2018,252.0,May 2019,284,Jun 2020,273.0
425,https://www.zillow.com/homedetails/454-Mount-Royall-Dr-Mount-Pleasant-SC-29464/10929946_zpid/,454 Mount Royall Dr Mount Pleasant SC 29464,32.8507584,-79.8349922,372900.0,3.0,2.0,1724.0,1991,9/8/2020,372900.0,8/25/2020,375000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/454-Mount-Royall-Dr-Mount-Pleasant-SC-29464/10929946_zpid/,Feb 2015,315.0,Mar 2016,318.0,Apr 2017,341.0,Apr 2018,357.0,May 2019,382,Jun 2020,391.0
426,https://www.zillow.com/homedetails/3046-Emma-Ln-Mount-Pleasant-SC-29466/2078933858_zpid/,3046 Emma Ln Mount Pleasant SC 29466,32.865846000000005,-79.796868,369990.0,4.0,3.0,2180.0,2020,8/6/2020,369990.0,8/3/2020,373166.0,6/29/2020,374731.0,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/3046-Emma-Ln-Mount-Pleasant-SC-29466/2078933858_zpid/,Dec 2014,nan,Dec 2015,nan,Jan 2017,nan,Dec 2017,nan,Jan 2019,nan,Feb 2020,nan
427,https://www.zillow.com/homedetails/1258-Lae-Mallard-Blvd-Mount-Pleasant-SC-29464/10933205_zpid/,1258 Lae Mallard Blvd Mount Pleasant SC 29464,32.8024091,-79.8506158,369900.0,3.0,1.0,1237.0,1986,9/9/2020,369900.0,11/17/2019,2100.0,10/29/2019,2100.0,10/15/2019,2300.0,5/24/2019,2300.0,5/14/2019,2300.0,12/9/2017,2000.0,https://www.zillow.com/homedetails/1258-Lae-Mallard-Blvd-Mount-Pleasant-SC-29464/10933205_zpid/,Feb 2015,216.0,Mar 2016,238.0,Apr 2017,318.0,Apr 2018,327.0,May 2019,320,Jun 2020,360.0
428,https://www.zillow.com/homedetails/1093-Willoughby-Ln-Mount-Pleasant-SC-29466/61473787_zpid/,1093 Willoughby Ln Mount Pleasant SC 29466,32.8860761,-79.7872726,367500.0,3.0,2.0,1533.0,2000,9/2/2020,367500.0,8/26/2020,379500.0,8/22/2020,386600.0,8/24/2019,1995.0,8/10/2019,1995.0,8/6/2019,2150.0,8/6/2015,1897.0,https://www.zillow.com/homedetails/1093-Willoughby-Ln-Mount-Pleasant-SC-29466/61473787_zpid/,Feb 2015,278.0,Mar 2016,315.0,Apr 2017,338.0,Apr 2018,342.0,May 2019,352,Jun 2020,346.0
429,https://www.zillow.com/homedetails/248-Fair-Sailing-Rd-Mount-Pleasant-SC-29466/82548388_zpid/,248 Fair Sailing Rd Mount Pleasant SC 29466,32.905105,-79.820984,365000.0,4.0,4.0,2968.0,2005,8/7/2020,365000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/248-Fair-Sailing-Rd-Mount-Pleasant-SC-29466/82548388_zpid/,Feb 2015,362.0,Mar 2016,390.0,Apr 2017,388.0,Apr 2018,402.0,May 2019,393,Jun 2020,369.0
432,https://www.zillow.com/homedetails/2072-ings-Gate-Ln-Mount-Pleasant-SC-29466/110205725_zpid/,2072 ings Gate Ln Mount Pleasant SC 29466,32.898965000000004,-79.81899940000001,360000.0,3.0,3.0,2155.0,2012,9/4/2020,360000.0,10/2/2012,270695.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/2072-ings-Gate-Ln-Mount-Pleasant-SC-29466/110205725_zpid/,Feb 2015,314.0,Mar 2016,349.0,Apr 2017,374.0,Apr 2018,376.0,May 2019,380,Jun 2020,377.0
433,https://www.zillow.com/homedetails/2876-Sunchaser-Ln-Mount-Pleasant-SC-29466/122138970_zpid/,2876 Sunchaser Ln Mount Pleasant SC 29466,32.8828619,-79.81122579999999,360000.0,4.0,2.0,1738.0,2011,8/31/2020,360000.0,9/29/2011,206547.0,4/26/2011,254000.0,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/2876-Sunchaser-Ln-Mount-Pleasant-SC-29466/122138970_zpid/,Feb 2015,307.0,Mar 2016,331.0,Apr 2017,347.0,Apr 2018,366.0,May 2019,371,Jun 2020,359.0
434,https://www.zillow.com/homedetails/1686-Bridwell-Ln-Mount-Pleasant-SC-29466/247522287_zpid/,1686 Bridwell Ln Mount Pleasant SC 29466,32.8889318,-79.8022733,359995.0,4.0,3.0,1897.0,2016,9/10/2020,359995.0,9/8/2020,359999.0,6/27/2016,315295.0,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/1686-Bridwell-Ln-Mount-Pleasant-SC-29466/247522287_zpid/,Feb 2015,nan,Mar 2016,nan,Apr 2017,328.0,Apr 2018,349.0,May 2019,361,Jun 2020,355.0
436,https://www.zillow.com/homedetails/1522-Boston-Grill-Rd-Mount-Pleasant-SC-29466/2087626914_zpid/,1522 Boston Grill Rd Mount Pleasant SC 29466,32.8456136,-79.78392690000001,359900.0,6.0,5.0,5497.0,2002,7/31/2020,359900.0,6/27/2020,369900.0,6/16/2020,374900.0,5/29/2020,374900.0,4/30/2020,374900.0,3/8/2020,385000.0,1/31/2020,399900.0,https://www.zillow.com/homedetails/1522-Boston-Grill-Rd-Mount-Pleasant-SC-29466/2087626914_zpid/,Today,435.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
437,https://www.zillow.com/homedetails/1516-Oldenburg-Dr-Mount-Pleasant-SC-29429/125935269_zpid/,1516 Oldenburg Dr Mount Pleasant SC 29429,32.8924481,-79.75245179999999,359700.0,3.0,2.0,1510.0,2014,9/2/2020,359700.0,7/18/2020,359900.0,7/7/2020,360000.0,10/2/2014,253213.0,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/1516-Oldenburg-Dr-Mount-Pleasant-SC-29429/125935269_zpid/,Feb 2015,257.0,Mar 2016,280.0,Apr 2017,292.0,Apr 2018,316.0,May 2019,326,Listed for,332.0
440,https://www.zillow.com/homedetails/1045-Provincial-Cir-UNIT-A-Mount-Pleasant-SC-29464/10921789_zpid/,1045 Provincial Cir UNIT A Mount Pleasant SC 29464,32.797649,-79.8883235,355000.0,2.0,2.0,1232.0,1983,8/8/2020,355000.0,3/23/2017,2400.0,2/1/2017,2400.0,8/15/2016,2400.0,2/9/1995,80000.0,nan,nan,nan,nan,https://www.zillow.com/homedetails/1045-Provincial-Cir-UNIT-A-Mount-Pleasant-SC-29464/10921789_zpid/,Feb 2015,220.0,Mar 2016,232.0,Apr 2017,269.0,Apr 2018,268.0,May 2019,301,Jun 2020,311.0
441,https://www.zillow.com/homedetails/2741-Palmetto-Hall-Blvd-Mount-Pleasant-SC-29466/55641409_zpid/,2741 Palmetto Hall Blvd Mount Pleasant SC 29466,32.893902399999995,-79.8109605,355000.0,3.0,2.0,1478.0,1999,9/5/2020,355000.0,2/25/2009,219500.0,1/31/2009,219500.0,1/12/2009,219500.0,9/20/2008,229900.0,6/10/2008,229900.0,5/19/2008,255000.0,https://www.zillow.com/homedetails/2741-Palmetto-Hall-Blvd-Mount-Pleasant-SC-29466/55641409_zpid/,Feb 2015,274.0,Mar 2016,305.0,Apr 2017,319.0,Apr 2018,330.0,May 2019,338,Jun 2020,345.0
442,https://www.zillow.com/homedetails/3076-Emma-Ln-Mount-Pleasant-SC-29466/2078029540_zpid/,3076 Emma Ln Mount Pleasant SC 29466,32.865846000000005,-79.796868,354455.0,3.0,3.0,2261.0,2020,9/1/2020,354455.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/3076-Emma-Ln-Mount-Pleasant-SC-29466/2078029540_zpid/,Dec 2014,nan,Dec 2015,nan,Jan 2017,nan,Dec 2017,nan,Jan 2019,nan,Feb 2020,nan
444,https://www.zillow.com/homedetails/368-6th-Ave-Mount-Pleasant-SC-29464/10921392_zpid/,368 6th Ave Mount Pleasant SC 29464,32.8100323,-79.89016590000001,349000.0,0.0,0.0,0.0,0,8/28/2020,349000.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/368-6th-Ave-Mount-Pleasant-SC-29464/10921392_zpid/,Listed for,474.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
445,https://www.zillow.com/homedetails/120-Palm-Cove-Way-Mount-Pleasant-SC-29466/82543158_zpid/,120 Palm Cove Way Mount Pleasant SC 29466,32.9088179,-79.816967,349000.0,3.0,4.0,2785.0,2006,9/10/2020,349000.0,8/18/2020,359000.0,8/7/2020,370000.0,2/17/2018,349900.0,1/10/2018,354500.0,11/30/2017,354500.0,11/14/2017,359000.0,https://www.zillow.com/homedetails/120-Palm-Cove-Way-Mount-Pleasant-SC-29466/82543158_zpid/,Feb 2015,303.0,Mar 2016,380.0,Apr 2017,378.0,Sold for,352.0,May 2019,369,Jun 2020,375.0
446,https://www.zillow.com/homedetails/1307-Gilead-Rd-Mount-Pleasant-SC-29466/10939507_zpid/,1307 Gilead Rd Mount Pleasant SC 29466,32.866194199999995,-79.790743,347900.0,3.0,3.0,1500.0,1996,7/21/2020,347900.0,4/16/2010,235000.0,11/5/2005,265000.0,6/27/2001,155000.0,nan,nan,nan,nan,nan,nan,https://www.zillow.com/homedetails/1307-Gilead-Rd-Mount-Pleasant-SC-29466/10939507_zpid/,Feb 2015,269.0,Mar 2016,301.0,Apr 2017,320.0,Apr 2018,332.0,May 2019,332,Listed for,337.0
447,https://www.zillow.com/homedetails/102-Garmouth-Ct-Mount-Pleasant-SC-29466/82546563_zpid/,102 Garmouth Ct Mount Pleasant SC 29466,32.860673999999996,-79.76939399999999,345000.0,3.0,4.0,1948.0,2006,5/3/2020,345000.0,4/20/2020,2000.0,4/9/2020,2000.0,4/7/2020,350000.0,4/7/2020,350000.0,3/29/2020,350000.0,3/26/2020,352500.0,https://www.zillow.com/homedetails/102-Garmouth-Ct-Mount-Pleasant-SC-29466/82546563_zpid/,Feb 2015,344.0,Mar 2016,326.0,Apr 2017,337.0,Apr 2018,366.0,May 2019,335,Jun 2020,338.0
