lin1,ZestYear 2015,ZestPrice 2015,ZestYear 2016,ZestPrice 2016,ZestYear 2017,ZestPrice 2017,ZestYear 2018,ZestPrice 2018,ZestYear 2019,ZestPrice 2019,ZestYear 2020,ZestPrice 2020
https://www.zillow.com/homedetails/1641-Florentia-St-Mount-Pleasant-SC-29464/2079254386_zpid/,Listed for,474,,,,,,,,,,
https://www.zillow.com/homedetails/2036-Amenity-Par-Dr-Mount-Pleasant-SC-29466/122228192_zpid/,Sold for,NA,Jan 2016,502,Jan 2017,520,Dec 2017,569,Jan 2019,559,Feb 2020,539
https://www.zillow.com/homedetails/1451-Crane-Cree-Dr-Mount-Pleasant-SC-29466/110202736_zpid/,Dec 2014,NA,Jan 2016,486,Jan 2017,504,Dec 2017,480,Jan 2019,475,Feb 2020,476
https://www.zillow.com/homedetails/751-Sinlea-Ave-Mount-Pleasant-SC-29464/10925464_zpid/,Dec 2014,380,Jan 2016,456,Jan 2017,504,Dec 2017,577,Jan 2019,557,Feb 2020,596
https://www.zillow.com/homedetails/1527-Macoma-Dr-Mount-Pleasant-SC-29466/88966642_zpid/,Dec 2014,339,Jan 2016,354,Jan 2017,368,Dec 2017,391,Jan 2019,389,Feb 2020,384
https://www.zillow.com/homedetails/995-Law-Ln-Mount-Pleasant-SC-29464/10934219_zpid/,Dec 2014,331,Jan 2016,351,Jan 2017,368,Sold for,335,Jan 2019,520,Feb 2020,537
https://www.zillow.com/homedetails/545-Hidden-Blvd-Mount-Pleasant-SC-29464/10928907_zpid/,Dec 2014,413,Jan 2016,408,Jan 2017,432,Dec 2017,471,Jan 2019,452,Feb 2020,465
https://www.zillow.com/homedetails/2920-Tranquility-Rd-Mount-Pleasant-SC-29466/247530347_zpid/,Oct 2014,375,Oct 2015,338,Oct 2016,237,Sep 2017,295,Sold for,471,Sep 2019,493
https://www.zillow.com/homedetails/3575-Bacshore-Dr-Mount-Pleasant-SC-29466/247524841_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/1225-Gatch-Ct-16-Mount-Pleasant-SC-29464/2082473318_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Listed for,NA
https://www.zillow.com/homedetails/2820-Colonnade-Dr-Mount-Pleasant-SC-29466/52906338_zpid/,Dec 2014,405,Jan 2016,421,Jan 2017,451,Sold for,480,Jan 2019,498,Feb 2020,513
https://www.zillow.com/homedetails/1219-Gatch-Ct-18-Mount-Pleasant-SC-29464/2078015414_zpid/,Oct 2014,NA,Oct 2015,NA,Mar 2017,NA,Mar 2018,NA,Sep 2019,NA,,
https://www.zillow.com/homedetails/926-Pitt-St-Mount-Pleasant-SC-29464/10926211_zpid/,Dec 2014,476,Jan 2016,579,Jan 2017,801,Dec 2017,764,Jan 2019,1.2M,Feb 2020,960
https://www.zillow.com/homedetails/1805-Sandy-Broo-Dr-Mount-Pleasant-SC-29466/2078757495_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/1739-Sandybroo-Dr-Mount-Pleasant-SC-29466/2078880131_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/1633-Florentia-St-Mount-Pleasant-SC-29464/2078594244_zpid/,Today,503,,,,,,,,,,
https://www.zillow.com/homedetails/2906-Clearwater-Dr-Mt-Pleasant-SC-29466/2087578023_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/1136-Cultivator-St-Mt-Pleasant-SC-29466/2082185472_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Listed for,NA
https://www.zillow.com/homedetails/1202-Gatch-Ct-2-Mount-Pleasant-SC-29464/2081696084_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/1721-Rivertowne-Country-Club-Dr-Mount-Pleasant-SC-29466/55641292_zpid/,Dec 2014,455,Jan 2016,490,Jan 2017,508,Dec 2017,474,Jan 2019,481,Sold for,455
https://www.zillow.com/homedetails/200-Red-not-Ln-Mount-Pleasant-SC-29464/247525135_zpid/,Oct 2014,412,Oct 2015,353,Oct 2016,259,Sep 2017,419,Sep 2018,442,Sep 2019,450
https://www.zillow.com/homedetails/1971-Palmetto-Isle-Dr-Mount-Pleasant-SC-29466/68392445_zpid/,Dec 2014,395,Jan 2016,429,Jan 2017,445,Dec 2017,473,Jan 2019,491,Feb 2020,449
https://www.zillow.com/homedetails/1645-Florentia-St-Mount-Pleasant-SC-29464/2079254382_zpid/,Today,499,,,,,,,,,,
https://www.zillow.com/homedetails/1219-Schirmer-Ave-Mount-Pleasant-SC-29464/247529338_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/1215-Schirmer-Ave-Mount-Pleasant-SC-29464/247525268_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/2029-Grey-Marsh-Rd-Mount-Pleasant-SC-29466/89007070_zpid/,Dec 2014,477,Jan 2016,522,Jan 2017,514,Dec 2017,514,Jan 2019,471,Feb 2020,466
https://www.zillow.com/homedetails/2109-Tall-Grass-Cir-Mount-Pleasant-SC-29466/62990101_zpid/,Dec 2014,417,Jan 2016,437,Jan 2017,450,Dec 2017,483,Jan 2019,451,Feb 2020,455
https://www.zillow.com/homedetails/3238-Heathland-Way-Mount-Pleasant-SC-29466/10939920_zpid/,Dec 2014,387,Jan 2016,419,Jan 2017,435,Dec 2017,477,Jan 2019,489,Feb 2020,487
https://www.zillow.com/homedetails/1322-Old-Ivy-Way-Mount-Pleasant-SC-29466/10938415_zpid/,Dec 2014,365,Jan 2016,402,Jan 2017,434,Dec 2017,439,Jan 2019,442,Feb 2020,444
https://www.zillow.com/homedetails/1161-Penderlee-Ct-Mount-Pleasant-SC-29466/2078417034_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/3860-Tupelo-Branch-Row-Awendaw-SC-29429/2078050194_zpid/,Listed for,475,Mar 2019,NA,,,,,,,,
https://www.zillow.com/homedetails/1111-Harborgate-Dr-Mount-Pleasant-SC-29464/10922453_zpid/,Listed for,517,Jun 2017,461,Jul 2019,538,,,,,,
https://www.zillow.com/homedetails/3421-Fairwater-Pl-Mount-Pleasant-SC-29466/247524664_zpid/,Today,468,Mar 2018,NA,Mar 2019,NA,Apr 2020,NA,,,,
https://www.zillow.com/homedetails/1171-Lazy-Ln-Mount-Pleasant-SC-29464/2146117038_zpid/,Listed for,469,Dec 2017,398,Jan 2019,409,Feb 2020,434,,,,
https://www.zillow.com/homedetails/1156-Cultivator-St-Mount-Pleasant-SC-29466/2082735469_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Listed for,NA
https://www.zillow.com/homedetails/1545-Glen-Erin-Dr-Mount-Pleasant-SC-29464/10933048_zpid/,Dec 2014,371,Jan 2016,400,Jan 2017,427,Dec 2017,425,Jan 2019,421,Feb 2020,435
https://www.zillow.com/homedetails/1629-Oahurst-Dr-Mount-Pleasant-SC-29466/62989999_zpid/,Dec 2014,415,Jan 2016,430,Jan 2017,427,Dec 2017,450,Jan 2019,430,Feb 2020,450
https://www.zillow.com/homedetails/1508-Fig-Vine-Ct-Mount-Pleasant-SC-29464/63781967_zpid/,Dec 2014,427,Jan 2016,470,Jan 2017,484,Dec 2017,469,Jan 2019,494,Listed for,483
https://www.zillow.com/homedetails/2720-Sarazen-Dr-Mount-Pleasant-SC-29466/61473436_zpid/,Dec 2014,358,Jan 2016,399,Jan 2017,393,Dec 2017,425,Jan 2019,401,Feb 2020,425
https://www.zillow.com/homedetails/1023-Provincial-Cir-Mount-Pleasant-SC-29464/10921808_zpid/,Dec 2014,280,Jan 2016,331,Jan 2017,324,Dec 2017,347,Jan 2019,329,Feb 2020,351
https://www.zillow.com/homedetails/3249-Beaconsfield-Rd-Mount-Pleasant-SC-29466/68394663_zpid/,Listed for,391,,,,,,,,,,
https://www.zillow.com/homedetails/1844-Hall-Point-Rd-Mount-Pleasant-SC-29466/82381957_zpid/,Dec 2014,414,Jan 2016,444,Jan 2017,427,Dec 2017,462,Jan 2019,444,Feb 2020,443
https://www.zillow.com/homedetails/1127-Old-Course-Ln-Mount-Pleasant-SC-29466/10942141_zpid/,Dec 2014,351,Jan 2016,381,Jan 2017,390,Dec 2017,401,Jan 2019,386,Feb 2020,398
https://www.zillow.com/homedetails/2263-Show-Baset-Way-Mount-Pleasant-SC-29466/122138279_zpid/,Dec 2014,362,Jan 2016,392,Jan 2017,420,Dec 2017,450,Jan 2019,464,Feb 2020,437
https://www.zillow.com/homedetails/764-Natchez-Cir-Mount-Pleasant-SC-29464/63781665_zpid/,Dec 2014,351,Jan 2016,355,Jan 2017,367,Dec 2017,395,Jan 2019,426,Feb 2020,418
https://www.zillow.com/homedetails/3754-Tupelo-Church-Ln-Mount-Pleasant-SC-29429/122138598_zpid/,Dec 2014,332,Jan 2016,360,Jan 2017,325,Dec 2017,414,Jan 2019,400,Feb 2020,409
https://www.zillow.com/homedetails/3845-Tupelo-Branch-Row-Mount-Pleasant-SC-29429/247523704_zpid/,Dec 2014,NA,Jan 2016,NA,Jan 2017,NA,Dec 2017,405,Jan 2019,418,Feb 2020,407
https://www.zillow.com/homedetails/2254-Triple-Crown-Ct-Awendaw-SC-29429/2078623188_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/3794-Sawmill-Ct-Awendaw-SC-29429/2078840942_zpid/,Today,437,Apr 2015,NA,Apr 2016,NA,Mar 2017,NA,Mar 2018,NA,Mar 2019,NA
https://www.zillow.com/homedetails/3821-Sawmill-Ct-Awendaw-SC-29429/2078066550_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/196-Sweet-Garden-Ct-Mount-Pleasant-SC-29464/10928859_zpid/,Dec 2014,326,Jan 2016,346,Jan 2017,358,Dec 2017,385,Jan 2019,402,Feb 2020,388
https://www.zillow.com/homedetails/3838-Sawmill-Ct-Awendaw-SC-29429/2078066562_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/2325-Chisol-Plow-St-Mount-Pleasant-SC-29466/2079671694_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/2631-Lohr-Dr-Mount-Pleasant-SC-29466/122138609_zpid/,Dec 2014,328,Jan 2016,356,Jan 2017,197,Dec 2017,423,Jan 2019,403,Feb 2020,417
,,,,,,,,,,,,
https://www.zillow.com/homedetails/1111-Harborgate-Dr-Mount-Pleasant-SC-29464/10922453_zpid/,Dec 2014,359,Jan 2016,389,Jan 2017,447,Dec 2017,518,Jan 2019,521,Feb 2020,572
https://www.zillow.com/homedetails/1171-Lazy-Ln-Mount-Pleasant-SC-29464/2146117038_zpid/,Dec 2014,286,Jan 2016,310,Jan 2017,385,Dec 2017,398,Jan 2019,409,Feb 2020,434
https://www.zillow.com/homedetails/1156-Cultivator-St-Mount-Pleasant-SC-29466/2082735469_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Listed for,NA
https://www.zillow.com/homedetails/1545-Glen-Erin-Dr-Mount-Pleasant-SC-29464/10933048_zpid/,Dec 2014,371,Jan 2016,400,Jan 2017,427,Dec 2017,425,Jan 2019,421,Feb 2020,435
https://www.zillow.com/homedetails/1629-Oahurst-Dr-Mount-Pleasant-SC-29466/62989999_zpid/,Dec 2014,415,Jan 2016,430,Jan 2017,427,Dec 2017,450,Jan 2019,430,Feb 2020,450
https://www.zillow.com/homedetails/1508-Fig-Vine-Ct-Mount-Pleasant-SC-29464/63781967_zpid/,Dec 2014,427,Jan 2016,470,Jan 2017,484,Dec 2017,469,Jan 2019,494,Listed for,483
https://www.zillow.com/homedetails/2720-Sarazen-Dr-Mount-Pleasant-SC-29466/61473436_zpid/,Dec 2014,358,Jan 2016,399,Jan 2017,393,Dec 2017,425,Jan 2019,401,Feb 2020,425
https://www.zillow.com/homedetails/1023-Provincial-Cir-Mount-Pleasant-SC-29464/10921808_zpid/,Dec 2014,280,Jan 2016,331,Jan 2017,324,Dec 2017,347,Jan 2019,329,Feb 2020,351
https://www.zillow.com/homedetails/3249-Beaconsfield-Rd-Mount-Pleasant-SC-29466/68394663_zpid/,Dec 2014,365,Jan 2016,357,Jan 2017,369,Dec 2017,403,Jan 2019,382,Feb 2020,382
https://www.zillow.com/homedetails/2263-Show-Baset-Way-Mount-Pleasant-SC-29466/122138279_zpid/,Dec 2014,362,Jan 2016,392,Jan 2017,420,Dec 2017,450,Jan 2019,464,Feb 2020,437
https://www.zillow.com/homedetails/764-Natchez-Cir-Mount-Pleasant-SC-29464/63781665_zpid/,Dec 2014,351,Jan 2016,355,Jan 2017,367,Dec 2017,395,Jan 2019,426,Feb 2020,418
https://www.zillow.com/homedetails/3845-Tupelo-Branch-Row-Mount-Pleasant-SC-29429/247523704_zpid/,Dec 2014,NA,Jan 2016,NA,Jan 2017,NA,Dec 2017,405,Jan 2019,418,Feb 2020,407
https://www.zillow.com/homedetails/3754-Tupelo-Church-Ln-Mount-Pleasant-SC-29429/122138598_zpid/,Dec 2014,332,Jan 2016,360,Jan 2017,325,Dec 2017,414,Jan 2019,400,Feb 2020,409
https://www.zillow.com/homedetails/2254-Triple-Crown-Ct-Awendaw-SC-29429/2078623188_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/3794-Sawmill-Ct-Awendaw-SC-29429/2078840942_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/3821-Sawmill-Ct-Awendaw-SC-29429/2078066550_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/196-Sweet-Garden-Ct-Mount-Pleasant-SC-29464/10928859_zpid/,Dec 2014,326,Jan 2016,346,Jan 2017,358,Dec 2017,385,Jan 2019,402,Feb 2020,388
https://www.zillow.com/homedetails/3838-Sawmill-Ct-Awendaw-SC-29429/2078066562_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/2325-Chisol-Plow-St-Mount-Pleasant-SC-29466/2079671694_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/2631-Lohr-Dr-Mount-Pleasant-SC-29466/122138609_zpid/,Dec 2014,328,Jan 2016,356,Jan 2017,197,Dec 2017,423,Jan 2019,403,Feb 2020,417
https://www.zillow.com/homedetails/1899-Falling-Cree-Cir-Mount-Pleasant-SC-29464/10931600_zpid/,Sold for,353,Jan 2016,379,Jan 2017,392,Dec 2017,439,Jan 2019,473,Feb 2020,460
,,,,,,,,,,,,
https://www.zillow.com/homedetails/2656-Lohr-Dr-Mount-Pleasant-SC-29466/108866660_zpid/,Dec 2014,337,Jan 2016,366,Jan 2017,385,Dec 2017,413,Jan 2019,395,Listed for,396
https://www.zillow.com/homedetails/3825-Sawmill-Ct-Awendaw-SC-29429/2078066554_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/3765-Sawmill-Ct-Awendaw-SC-29429/2078376373_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/3833-Sawmill-Ct-Awendaw-SC-29429/2078066553_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/3826-Sawmill-Ct-Awendaw-SC-29429/2078066557_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/1500-Cypress-Pointe-Dr-Mount-Pleasant-SC-29466/52906640_zpid/,Dec 2014,337,Jan 2016,363,Jan 2017,381,Dec 2017,382,Jan 2019,385,Feb 2020,381
https://www.zillow.com/homedetails/1133-Rifle-Range-Rd-Mount-Pleasant-SC-29464/10926028_zpid/,Dec 2014,271,Sold for,298,Jan 2017,307,Dec 2017,330,Jan 2019,382,Feb 2020,418
https://www.zillow.com/homedetails/3769-Sawmill-Ct-Awendaw-SC-29429/2079726154_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/1127-Old-Course-Ln-Mount-Pleasant-SC-29466/10942141_zpid/,Dec 2014,351,Jan 2016,381,Jan 2017,390,Dec 2017,401,Jan 2019,386,Feb 2020,398
https://www.zillow.com/homedetails/1491-Old-Williamston-Ct-Mount-Pleasant-SC-29464/10932673_zpid/,Dec 2014,273,Jan 2016,285,Jan 2017,319,Sold for,359,Jan 2019,372,Feb 2020,383
https://www.zillow.com/homedetails/3933-Percheron-Dr-Mount-Pleasant-SC-29429/247525147_zpid/,Dec 2014,NA,Sold for,NA,Jan 2017,NA,Dec 2017,424,Jan 2019,438,Feb 2020,448
https://www.zillow.com/homedetails/2596-ings-Gate-Ln-Mount-Pleasant-SC-29466/110232263_zpid/,Dec 2014,367,Jan 2016,398,Jan 2017,384,Dec 2017,394,Jan 2019,389,Feb 2020,384
https://www.zillow.com/homedetails/835-Osullivan-Dr-Mount-Pleasant-SC-29464/10932558_zpid/,Dec 2014,337,Jan 2016,362,Jan 2017,366,Dec 2017,372,Jan 2019,400,Feb 2020,406
https://www.zillow.com/homedetails/1183-Triple-Crown-Ct-Awendaw-SC-29429/2078122950_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/160-Palm-Cove-Way-Mount-Pleasant-SC-29466/82541454_zpid/,Dec 2014,278,Jan 2016,304,Jan 2017,358,Dec 2017,355,Jan 2019,355,Feb 2020,354
https://www.zillow.com/homedetails/3761-Sawmill-Ct-Awendaw-SC-29429/2079743639_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/1554-Moss-Spring-Rd-Mount-Pleasant-SC-29466/2079990632_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/2680-Lohr-Dr-Mount-Pleasant-SC-29466/122138992_zpid/,Listed for,NA,,,,,,,,,,
https://www.zillow.com/homedetails/1971-Trimbleston-Pl-Mount-Pleasant-SC-29464/10930052_zpid/,Dec 2014,316,Jan 2016,322,Jan 2017,340,Dec 2017,382,Jan 2019,366,Feb 2020,373
https://www.zillow.com/homedetails/1316-Wylls-Nc-Mount-Pleasant-SC-29464/10933260_zpid/,Dec 2014,311,Jan 2016,344,Jan 2017,336,Dec 2017,389,Jan 2019,419,Feb 2020,421
https://www.zillow.com/homedetails/1563-Moss-Spring-Rd-Mount-Pleasant-SC-29466/2079621061_zpid/,Oct 2014,NA,Oct 2015,NA,Oct 2016,NA,Sep 2017,NA,Sep 2018,NA,Sep 2019,NA
https://www.zillow.com/homedetails/1226-Llewellyn-Rd-Mount-Pleasant-SC-29464/10933289_zpid/,Dec 2014,290,Jan 2016,315,Jan 2017,328,Dec 2017,386,Jan 2019,411,Feb 2020,384
https://www.zillow.com/homedetails/1605-Prince-Edward-St-Mount-Pleasant-SC-29466/247530140_zpid/,Oct 2014,277,Oct 2015,349,Oct 2016,196,Sep 2017,212,Sold for,403,Sep 2019,411
https://www.zillow.com/homedetails/1165-Willoughby-Ln-Mount-Pleasant-SC-29466/61473755_zpid/,Dec 2014,316,Jan 2016,374,Jan 2017,373,Dec 2017,399,Jan 2019,412,Feb 2020,389
https://www.zillow.com/homedetails/1520-Boston-Grill-Rd-Mount-Pleasant-SC-29466/10937485_zpid/,Dec 2014,334,Jan 2016,272,Jan 2017,323,Dec 2017,299,Jan 2019,309,Feb 2020,319
https://www.zillow.com/homedetails/1149-N-Shadow-Dr-Mount-Pleasant-SC-29464/10928255_zpid/,Dec 2014,170,Jan 2016,311,Jan 2017,266,Dec 2017,284,Jan 2019,294,Feb 2020,312
https://www.zillow.com/homedetails/1446-Bowman-Rd-Mount-Pleasant-SC-29464/10933234_zpid/,Dec 2014,229,Jan 2016,304,Jan 2017,313,Dec 2017,337,Jan 2019,400,Feb 2020,420
https://www.zillow.com/homedetails/3616-Loclear-Ln-Mount-Pleasant-SC-29466/122140224_zpid/,Dec 2014,309,Jan 2016,352,Jan 2017,377,Dec 2017,364,Jan 2019,373,Feb 2020,372
https://www.zillow.com/homedetails/1540-Moss-Spring-Rd-Mount-Pleasant-SC-29466/2085035937_zpid/,Oct 2014,399,Oct 2015,374,Oct 2016,468,Sep 2017,466,Sep 2018,494,Listed for,425
,,,,,,,,,,,,
https://www.zillow.com/homedetails/3075-Morningdale-Dr-Mount-Pleasant-SC-29466/55641746_zpid/,Feb 2015,300,Mar 2016,331,Apr 2017,338,Apr 2018,348,May 2019,369,Jun 2020,374
https://www.zillow.com/homedetails/651-Spar-St-Mount-Pleasant-SC-29464/10927067_zpid/,Feb 2015,100,Nov 2016,235,Mar 2016,171,Apr 2017,200,Apr 2018,222,May 2019,245
https://www.zillow.com/homedetails/2946-Woodland-Par-Dr-Mount-Pleasant-SC-29466/68395192_zpid/,Feb 2015,449,Mar 2016,454,Apr 2017,488,Apr 2018,493,May 2019,465,Listed for,417
https://www.zillow.com/homedetails/100-Fair-Sailing-Rd-Mount-Pleasant-SC-29466/68017738_zpid/,Feb 2015,366,Mar 2016,385,Apr 2017,399,Apr 2018,427,May 2019,391,Jun 2020,389
https://www.zillow.com/homedetails/2566-ingsfield-St-Mount-Pleasant-SC-29466/2087909772_zpid/,Feb 2015,302,Mar 2016,347,Apr 2017,343,Apr 2018,373,May 2019,374,Jun 2020,387
https://www.zillow.com/homedetails/1565-Moss-Spring-Rd-Mount-Pleasant-SC-29466/2079621060_zpid/,Dec 2014,NA,Dec 2015,NA,Jan 2017,NA,Dec 2017,NA,Jan 2019,NA,Feb 2020,NA
https://www.zillow.com/homedetails/3837-Sawmill-Ct-Awendaw-SC-29429/2078066559_zpid/,Dec 2014,NA,Dec 2015,NA,Jan 2017,NA,Dec 2017,NA,Jan 2019,NA,Feb 2020,NA
https://www.zillow.com/homedetails/3068-Emma-Ln-Mount-Pleasant-SC-29466/2079363150_zpid/,Dec 2014,NA,Dec 2015,NA,Jan 2017,NA,Dec 2017,NA,Jan 2019,NA,Feb 2020,NA
https://www.zillow.com/homedetails/1784-Tennyson-Row-42-Mount-Pleasant-SC-29466/2078239141_zpid/,Dec 2014,NA,Dec 2015,NA,Jan 2017,NA,Dec 2017,NA,Jan 2019,NA,Feb 2020,NA
https://www.zillow.com/homedetails/220-Slipper-Shell-Ct-Mount-Pleasant-SC-29464/122139727_zpid/,Feb 2015,326,Mar 2016,359,Sold for,340,Apr 2018,363,May 2019,376,Jun 2020,380
https://www.zillow.com/homedetails/3817-Sawmill-Ct-Awendaw-SC-29429/2078066558_zpid/,Dec 2014,NA,Dec 2015,NA,Jan 2017,NA,Dec 2017,NA,Jan 2019,NA,Feb 2020,NA
https://www.zillow.com/homedetails/1546-Moss-Spring-Rd-Mount-Pleasant-SC-29466/2085030109_zpid/,Dec 2014,367,Dec 2015,276,Jan 2017,283,Dec 2017,364,Jan 2019,380,Feb 2020,391
https://www.zillow.com/homedetails/3052-Emma-Ln-Mount-Pleasant-SC-29466/2079364327_zpid/,Dec 2014,NA,Dec 2015,NA,Jan 2017,NA,Dec 2017,NA,Jan 2019,NA,Feb 2020,NA
https://www.zillow.com/homedetails/4025-Conant-Rd-Mount-Pleasant-SC-29466/110216021_zpid/,Feb 2015,346,Mar 2016,366,Apr 2017,382,Apr 2018,398,May 2019,363,Jun 2020,369
https://www.zillow.com/homedetails/2500-ings-Gate-Ln-Mount-Pleasant-SC-29466/122140285_zpid/,Listed for,385,,,,,,,,,,
https://www.zillow.com/homedetails/3040-Emma-Ln-Mount-Pleasant-SC-29466/2080882410_zpid/,Dec 2014,NA,Dec 2015,NA,Jan 2017,NA,Dec 2017,NA,Jan 2019,NA,Listed for,NA
https://www.zillow.com/homedetails/313-Etiwan-Pointe-Dr-Mount-Pleasant-SC-29464/122486265_zpid/,Feb 2015,346,Mar 2016,202,Sold for,348,Apr 2018,377,May 2019,391,Listed for,381
https://www.zillow.com/homedetails/3066-Emma-Ln-Mount-Pleasant-SC-29466/2079396501_zpid/,Dec 2014,NA,Dec 2015,NA,Jan 2017,NA,Dec 2017,NA,Jan 2019,NA,Feb 2020,NA
https://www.zillow.com/homedetails/1098-S-Shadow-Dr-Mount-Pleasant-SC-29464/10928316_zpid/,Feb 2015,131,Mar 2016,143,Apr 2017,150,Apr 2018,252,May 2019,284,Jun 2020,273
https://www.zillow.com/homedetails/454-Mount-Royall-Dr-Mount-Pleasant-SC-29464/10929946_zpid/,Feb 2015,315,Mar 2016,318,Apr 2017,341,Apr 2018,357,May 2019,382,Jun 2020,391
https://www.zillow.com/homedetails/3046-Emma-Ln-Mount-Pleasant-SC-29466/2078933858_zpid/,Dec 2014,NA,Dec 2015,NA,Jan 2017,NA,Dec 2017,NA,Jan 2019,NA,Feb 2020,NA
https://www.zillow.com/homedetails/1258-Lae-Mallard-Blvd-Mount-Pleasant-SC-29464/10933205_zpid/,Feb 2015,216,Mar 2016,238,Apr 2017,318,Apr 2018,327,May 2019,320,Jun 2020,360
https://www.zillow.com/homedetails/1093-Willoughby-Ln-Mount-Pleasant-SC-29466/61473787_zpid/,Feb 2015,278,Mar 2016,315,Apr 2017,338,Apr 2018,342,May 2019,352,Jun 2020,346
https://www.zillow.com/homedetails/248-Fair-Sailing-Rd-Mount-Pleasant-SC-29466/82548388_zpid/,Feb 2015,362,Mar 2016,390,Apr 2017,388,Apr 2018,402,May 2019,393,Jun 2020,369
https://www.zillow.com/homedetails/2072-ings-Gate-Ln-Mount-Pleasant-SC-29466/110205725_zpid/,Feb 2015,314,Mar 2016,349,Apr 2017,374,Apr 2018,376,May 2019,380,Jun 2020,377
https://www.zillow.com/homedetails/2876-Sunchaser-Ln-Mount-Pleasant-SC-29466/122138970_zpid/,Feb 2015,307,Mar 2016,331,Apr 2017,347,Apr 2018,366,May 2019,371,Jun 2020,359
